Dist,Mv,CL,Typ,LTef,logg,Age,Mass,B-V,U-B,V-I,V-K,V,mul,mub,Vr,UU,VV,WW,[Fe/H],l,b,Av,Mbol
0.625,16.4,5.0,7.8,3.48,5.25,7.0,0.1,2.107,1.515,2.997,5.215,25.286,0.476,-1.071,18.34,-29.62,-25.77,-0.62,-0.95,200.0,59.0,0.006,0.0
0.625,16.5,5.0,7.8,3.475,5.27,7.0,0.09,1.897,1.577,3.337,5.678,25.497,1.455,0.825,-13.97,41.19,-30.87,0.61,-0.38,200.0,59.0,0.006,0.0
0.625,16.7,5.0,7.8,3.475,5.27,3.0,0.09,1.886,1.691,3.319,5.737,25.707,0.596,-0.279,-7.07,2.79,-17.76,-10.32,-0.19,200.0,59.0,0.006,0.0
0.625,16.9,5.0,7.8,3.475,5.27,5.0,0.09,1.713,1.64,3.277,5.985,25.809,0.656,-1.348,-20.58,-15.56,-26.35,-38.21,0.08,200.0,59.0,0.006,0.0
0.625,12.8,6.0,9.0,3.932,8.0,5.0,0.6,0.258,-0.594,0.302,0.445,21.751,-0.495,1.197,-3.2,25.11,24.75,15.52,0.01,200.0,59.0,0.006,0.0
0.625,14.6,6.0,9.0,3.741,8.0,5.0,0.6,0.592,-0.217,0.842,1.655,23.649,-0.578,-1.977,9.82,-57.79,-2.81,-21.75,-0.04,200.0,59.0,0.006,0.0
0.625,16.1,6.0,9.0,3.613,8.0,6.0,0.6,0.996,0.222,1.282,1.855,25.129,0.039,0.38,-18.95,18.63,5.54,-10.45,-0.22,200.0,59.0,0.006,0.0
0.625,12.0,5.0,7.3,3.546,5.11,8.0,0.19,1.639,1.119,2.627,3.875,20.954,-1.371,-0.567,-28.71,-13.54,38.3,-33.27,-1.21,200.0,59.0,0.006,10.353
0.635,15.3,5.0,7.74,3.463,5.11,4.0,0.12,1.908,1.674,3.495,6.06,24.345,-0.446,0.064,-4.47,-0.88,13.96,-2.85,-0.15,200.0,59.0,0.006,13.453
0.635,15.0,5.0,7.71,3.469,5.13,5.0,0.12,1.796,1.575,3.292,6.208,23.936,-1.371,-3.037,56.55,-115.12,2.02,1.39,0.37,200.0,59.0,0.006,13.185
0.635,14.4,5.0,7.67,3.481,5.1,6.0,0.14,1.78,1.51,3.178,5.626,23.403,-0.565,0.059,-14.99,2.86,19.15,-11.93,-0.05,200.0,59.0,0.006,12.616
0.635,13.5,5.0,7.6,3.497,5.05,5.0,0.18,1.694,1.386,2.906,5.198,22.425,-1.433,0.25,-4.0,-6.77,43.43,0.44,-0.14,200.0,59.0,0.006,11.78
0.635,13.2,5.0,7.5,3.502,5.06,7.0,0.2,1.763,1.446,2.756,4.939,22.169,1.048,-0.356,13.48,-4.38,-35.15,6.03,-0.54,200.0,59.0,0.006,11.512
0.635,13.0,5.0,7.5,3.506,5.03,7.0,0.21,1.775,1.435,2.662,4.825,22.107,1.409,0.13,-68.51,50.81,-26.65,-56.72,-0.6,200.0,59.0,0.006,11.312
0.635,12.2,5.0,7.4,3.52,4.99,5.0,0.27,1.558,1.196,2.535,4.722,21.281,-0.113,0.438,-16.09,17.25,9.91,-7.0,-0.07,200.0,59.0,0.006,10.575
0.635,12.1,5.0,7.4,3.522,4.97,6.0,0.28,1.693,1.31,2.373,4.508,21.074,1.479,0.091,6.48,14.28,-42.17,6.96,-0.57,200.0,59.0,0.006,10.475
0.635,12.0,5.0,7.4,3.524,4.95,5.0,0.28,1.646,1.281,2.362,4.509,21.096,0.088,-0.989,42.16,-43.49,-18.64,20.8,-0.46,200.0,59.0,0.006,10.375
0.635,12.0,5.0,7.4,3.524,4.95,6.0,0.28,1.599,1.233,2.412,4.569,21.035,0.099,-1.288,10.57,-35.32,-16.02,-10.9,-0.29,200.0,59.0,0.006,10.375
0.635,12.0,5.0,7.4,3.524,4.97,7.0,0.29,1.591,1.225,2.421,4.581,21.086,1.764,-1.223,-8.66,-7.3,-59.18,-26.38,-0.26,200.0,59.0,0.006,10.375
0.635,11.8,5.0,7.4,3.527,4.96,7.0,0.31,1.672,1.274,2.297,4.399,20.876,0.43,-0.353,1.11,-4.67,-15.48,-4.52,-0.57,200.0,59.0,0.006,10.175
0.635,11.4,5.0,7.3,3.535,4.92,5.0,0.34,1.482,1.145,2.319,4.49,20.512,0.682,0.19,12.36,5.65,-19.79,13.54,0.04,200.0,59.0,0.006,9.807
0.635,11.4,5.0,7.3,3.535,4.92,7.0,0.34,1.607,1.231,2.278,4.306,20.368,1.012,-2.416,34.84,-65.01,-56.08,-7.58,-0.46,200.0,59.0,0.006,9.807
0.635,10.9,5.0,7.3,3.544,4.87,7.0,0.41,1.61,1.184,2.111,4.032,20.018,-0.057,-0.294,15.58,-15.26,-3.73,8.79,-0.77,200.0,59.0,0.006,9.307
0.635,10.7,5.0,7.3,3.548,4.86,5.0,0.42,1.459,1.128,2.117,4.173,19.664,0.491,-0.202,19.65,-9.35,-19.13,13.71,0.07,200.0,59.0,0.006,9.139
0.635,10.6,5.0,7.3,3.55,4.88,5.0,0.44,1.44,1.131,2.105,4.097,19.598,1.55,0.156,-6.06,22.67,-41.4,-2.78,0.12,200.0,59.0,0.006,9.039
0.635,10.2,5.0,7.2,3.559,4.85,7.0,0.48,1.495,1.178,2.027,4.042,19.135,1.773,-1.557,3.81,-21.34,-64.56,-20.87,-0.22,200.0,59.0,0.006,8.671
0.635,10.1,5.0,7.2,3.561,4.83,6.0,0.49,1.47,1.176,1.981,4.121,19.188,1.204,-0.615,17.42,-10.96,-42.54,5.39,-0.02,200.0,59.0,0.006,8.571
0.635,10.0,5.0,7.2,3.563,4.81,6.0,0.5,1.463,1.183,1.956,4.102,19.034,0.452,-0.714,-6.53,-9.5,-17.93,-16.67,0.0,200.0,59.0,0.006,8.471
0.635,9.7,5.0,7.15,3.57,4.79,6.0,0.53,1.458,1.203,1.902,3.923,18.654,1.148,-1.33,27.42,-33.7,-49.03,2.89,-0.14,200.0,59.0,0.006,8.203
0.635,9.1,5.0,7.1,3.585,4.72,6.0,0.57,1.415,1.193,1.787,3.605,18.066,-0.872,-1.686,38.14,-68.32,3.06,6.55,-0.35,200.0,59.0,0.006,7.634
0.635,9.0,5.0,7.0,3.587,4.74,5.0,0.58,1.405,1.182,1.768,3.547,18.091,0.126,1.09,-24.04,39.36,10.29,-3.71,-0.39,200.0,59.0,0.006,7.566
0.635,9.0,5.0,7.0,3.587,4.75,5.0,0.59,1.405,1.19,1.765,3.583,17.941,2.169,0.437,-40.5,52.54,-50.37,-27.94,-0.33,200.0,59.0,0.006,7.566
0.635,8.8,5.0,7.0,3.593,4.7,6.0,0.6,1.392,1.235,1.712,3.649,17.766,2.12,-0.531,7.47,5.34,-65.96,-1.83,-0.11,200.0,59.0,0.006,7.366
0.635,8.7,5.0,7.0,3.595,4.7,6.0,0.61,1.373,1.18,1.697,3.462,17.678,0.832,0.571,-32.89,38.33,-12.7,-19.34,-0.37,200.0,59.0,0.006,7.298
0.635,8.3,5.0,6.9,3.607,4.67,7.0,0.64,1.32,1.138,1.591,3.263,17.237,-0.878,-1.404,-16.79,-34.96,15.39,-36.16,-0.44,200.0,59.0,0.006,6.93
0.635,7.4,5.0,6.5,3.637,4.62,7.0,0.72,1.164,0.935,1.289,2.812,16.334,1.911,1.212,-57.09,76.7,-33.3,-30.14,-0.7,200.0,59.0,0.006,6.125
0.635,7.3,5.0,6.5,3.641,4.63,7.0,0.72,1.156,0.947,1.268,2.791,16.302,0.898,-1.305,40.43,-41.96,-44.04,14.42,-0.61,200.0,59.0,0.006,6.065
0.635,14.6,6.0,9.0,3.741,8.0,5.0,0.6,0.645,-0.255,0.842,1.655,23.694,0.929,-0.111,25.83,-5.63,-31.82,20.42,-0.17,200.0,59.0,0.006,0.0
0.635,13.6,5.0,7.55,3.508,5.25,8.0,0.12,1.913,1.401,3.127,4.664,22.645,3.137,-2.142,-7.65,-15.93,-106.28,-39.76,-0.85,200.0,59.0,0.006,11.541
0.635,9.0,5.0,6.88,3.606,4.85,8.0,0.49,1.335,1.162,1.682,3.366,18.02,4.337,1.331,-10.63,82.07,-109.06,11.53,-0.29,200.0,59.0,0.006,8.101
0.635,6.6,5.0,6.12,3.705,4.67,8.0,0.68,0.846,0.457,0.882,2.084,15.596,0.067,-0.094,19.34,-10.95,-6.14,15.12,-0.43,200.0,59.0,0.006,6.31
0.635,6.2,5.0,5.75,3.726,4.65,8.0,0.71,0.754,0.282,0.826,1.903,15.278,3.004,0.847,-5.25,54.0,-76.56,8.63,-0.33,200.0,59.0,0.006,5.982
0.645,15.5,5.0,7.77,3.459,5.12,5.0,0.11,1.941,1.712,3.585,6.156,24.565,0.706,0.346,-33.7,32.22,-11.25,-23.43,-0.19,200.0,59.0,0.006,13.621
0.645,15.1,5.0,7.74,3.467,5.12,6.0,0.12,1.926,1.643,3.487,5.88,24.129,-0.086,-2.368,18.26,-68.06,-21.96,-21.64,-0.39,200.0,59.0,0.006,13.253
0.645,15.0,5.0,7.71,3.469,5.13,5.0,0.12,1.909,1.632,3.435,5.838,23.957,0.405,0.065,-21.23,16.11,-7.31,-17.17,-0.35,200.0,59.0,0.006,13.185
0.645,14.9,5.0,7.71,3.471,5.12,4.0,0.13,1.866,1.612,3.359,5.837,24.027,-0.246,-0.947,4.43,-28.04,-2.21,-11.12,-0.17,200.0,59.0,0.006,13.085
0.645,14.8,5.0,7.71,3.473,5.12,6.0,0.13,1.861,1.597,3.329,5.771,23.769,-1.172,-1.107,-11.61,-33.91,25.8,-27.38,-0.21,200.0,59.0,0.006,12.985
0.645,14.7,5.0,7.71,3.475,5.1,5.0,0.13,1.841,1.571,3.286,5.726,23.793,-0.471,-0.729,-15.7,-15.27,9.76,-24.93,-0.19,200.0,59.0,0.006,12.885
0.645,14.5,5.0,7.67,3.479,5.08,5.0,0.14,1.828,1.543,3.219,5.608,23.584,-0.732,-2.449,16.94,-76.16,-3.89,-24.04,-0.25,200.0,59.0,0.006,12.716
0.645,14.4,5.0,7.67,3.481,5.1,7.0,0.14,1.858,1.561,3.199,5.505,23.37,2.155,-0.642,-16.36,14.65,-64.78,-24.12,-0.43,200.0,59.0,0.006,12.616
0.645,14.3,5.0,7.67,3.482,5.08,5.0,0.15,1.764,1.483,3.147,5.582,23.427,-1.314,0.761,4.11,3.0,43.86,15.5,-0.05,200.0,59.0,0.006,12.516
0.645,13.8,5.0,7.65,3.492,5.05,7.0,0.17,1.758,1.458,2.992,5.288,22.901,-0.437,-2.69,51.22,-95.6,-20.57,1.55,-0.28,200.0,59.0,0.006,12.048
0.645,13.5,5.0,7.6,3.497,5.05,5.0,0.18,1.666,1.353,2.915,5.237,22.628,2.435,0.667,-11.63,47.52,-61.93,0.54,-0.02,200.0,59.0,0.006,11.78
0.645,12.8,5.0,7.5,3.509,4.99,5.0,0.22,1.63,1.299,2.685,4.895,21.843,-0.577,-0.44,6.21,-19.89,11.55,-1.61,-0.19,200.0,59.0,0.006,11.112
0.645,12.7,5.0,7.5,3.511,5.01,7.0,0.23,1.852,1.417,2.501,4.632,21.778,0.992,0.93,12.43,27.25,-22.36,25.3,-0.79,200.0,59.0,0.006,11.044
0.645,12.4,5.0,7.5,3.516,4.98,4.0,0.25,1.581,1.228,2.583,4.779,21.416,-0.253,-1.354,32.04,-51.5,-10.5,6.15,-0.11,200.0,59.0,0.006,10.744
0.645,12.4,5.0,7.5,3.516,4.98,7.0,0.25,1.713,1.353,2.476,4.622,21.482,1.658,-0.354,18.93,-0.55,-54.14,10.64,-0.56,200.0,59.0,0.006,10.744
0.645,12.0,5.0,7.4,3.524,4.97,3.0,0.29,1.528,1.16,2.489,4.664,21.06,-0.167,-0.11,-16.65,3.61,6.75,-16.0,-0.03,200.0,59.0,0.006,10.375
0.645,11.7,5.0,7.4,3.529,4.95,7.0,0.32,1.648,1.265,2.296,4.38,20.777,0.728,-1.045,2.34,-19.26,-30.68,-14.45,-0.53,200.0,59.0,0.006,10.075
0.645,11.4,5.0,7.3,3.535,4.92,6.0,0.34,1.59,1.214,2.283,4.338,20.459,0.431,1.555,-14.67,49.91,4.14,11.92,-0.38,200.0,59.0,0.006,9.807
0.645,11.0,5.0,7.3,3.542,4.89,6.0,0.39,1.571,1.188,2.225,4.189,19.968,2.62,-0.598,13.27,6.25,-82.98,1.96,-0.41,200.0,59.0,0.006,9.407
0.645,10.8,5.0,7.3,3.546,4.89,6.0,0.42,1.426,1.097,2.146,4.176,19.929,1.216,-0.235,24.02,-4.7,-41.27,16.89,0.18,200.0,59.0,0.006,9.239
0.645,10.3,5.0,7.2,3.557,4.81,7.0,0.46,1.508,1.178,2.059,4.03,19.439,-0.121,-0.844,-7.57,-18.39,-2.77,-19.78,-0.29,200.0,59.0,0.006,8.739
0.645,10.3,5.0,7.2,3.557,4.82,6.0,0.47,1.413,1.141,2.039,4.045,19.338,1.589,0.264,-26.25,35.82,-38.66,-18.34,0.18,200.0,59.0,0.006,8.739
0.645,10.0,5.0,7.2,3.563,4.81,6.0,0.5,1.504,1.189,2.011,3.823,19.006,-1.135,-2.399,26.54,-83.78,6.43,-15.03,-0.48,200.0,59.0,0.006,8.471
0.645,9.9,5.0,7.2,3.565,4.78,4.0,0.5,1.462,1.192,1.938,4.046,19.002,0.474,-1.372,33.36,-44.98,-31.79,6.99,-0.05,200.0,59.0,0.006,8.371
0.645,9.0,5.0,7.0,3.587,4.75,5.0,0.59,1.408,1.22,1.756,3.695,18.003,0.527,-0.509,30.65,-21.86,-25.09,18.26,-0.15,200.0,59.0,0.006,7.566
0.645,8.7,5.0,7.0,3.595,4.7,4.0,0.61,1.385,1.242,1.689,3.626,17.839,1.909,-0.322,-4.72,14.33,-56.91,-9.11,-0.08,200.0,59.0,0.006,7.298
0.645,5.7,5.0,6.0,3.712,4.53,5.0,0.89,0.879,0.605,0.88,2.038,14.821,2.523,-0.053,3.71,23.29,-73.63,2.35,0.19,200.0,59.0,0.006,4.92
0.645,5.5,5.0,5.8,3.723,4.51,5.0,0.95,0.774,0.323,0.836,1.936,14.651,0.882,-0.577,-9.64,-0.31,-28.82,-17.35,-0.28,200.0,59.0,0.006,4.751
0.645,15.8,5.0,7.8,3.48,5.25,5.0,0.1,1.766,1.564,3.151,5.841,24.791,0.608,-0.288,-12.07,5.11,-17.93,-14.88,0.17,200.0,59.0,0.006,0.0
0.645,16.1,5.0,7.8,3.48,5.25,4.0,0.1,1.711,1.522,3.137,5.842,25.199,0.199,-0.27,7.66,-8.28,-9.5,2.31,0.22,200.0,59.0,0.006,0.0
0.645,16.2,5.0,7.8,3.48,5.25,7.0,0.1,1.939,1.619,3.165,5.423,25.207,0.374,-1.851,38.27,-60.2,-34.07,3.65,-0.61,200.0,59.0,0.006,0.0
0.645,17.0,5.0,7.85,3.466,5.29,6.0,0.09,2.011,1.654,3.488,5.96,25.966,0.39,-0.446,-0.68,-6.59,-15.08,-7.62,-0.22,200.0,59.0,0.006,0.0
0.645,11.2,6.0,9.0,4.175,8.0,7.0,0.6,0.077,-0.687,-0.138,-0.495,20.208,0.353,-1.35,29.68,-43.93,-27.47,4.18,-0.46,200.0,59.0,0.006,0.0
0.645,16.4,6.0,9.0,3.582,8.0,5.0,0.6,0.998,0.264,1.352,1.525,25.416,0.667,0.874,-43.9,49.74,-3.61,-23.87,0.05,200.0,59.0,0.006,0.0
0.645,10.8,5.0,7.14,3.569,5.01,8.0,0.28,1.456,1.197,2.252,4.001,19.921,3.304,1.28,0.51,65.81,-83.54,20.59,-0.04,200.0,59.0,0.006,9.49
0.645,10.2,5.0,7.06,3.58,4.96,8.0,0.35,1.436,1.122,2.065,3.502,19.261,1.108,-2.336,29.03,-59.99,-57.89,-11.9,-0.82,200.0,59.0,0.006,9.022
0.655,15.3,5.0,7.74,3.463,5.11,5.0,0.12,1.867,1.657,3.462,6.206,24.46,0.424,1.695,-23.24,58.15,7.17,7.19,0.03,200.0,59.0,0.006,13.453
0.655,15.0,5.0,7.74,3.469,5.1,7.0,0.12,2.007,1.657,3.419,5.74,24.185,0.31,-1.187,10.14,-31.29,-21.65,-10.28,-0.62,200.0,59.0,0.006,13.153
0.655,15.0,5.0,7.71,3.469,5.13,5.0,0.12,1.89,1.633,3.41,5.873,24.172,0.147,-0.965,15.19,-29.93,-15.76,-2.42,-0.23,200.0,59.0,0.006,13.185
0.655,14.6,5.0,7.71,3.477,5.08,7.0,0.14,1.825,1.546,3.246,5.674,23.724,0.399,-0.797,27.51,-29.02,-23.73,10.83,-0.18,200.0,59.0,0.006,12.785
0.655,14.3,5.0,7.67,3.482,5.08,4.0,0.15,1.73,1.486,3.137,5.696,23.329,0.677,-1.492,21.18,-40.37,-37.06,-5.7,0.05,200.0,59.0,0.006,12.516
0.655,13.9,5.0,7.65,3.49,5.04,5.0,0.16,1.782,1.485,3.023,5.311,22.918,0.015,-0.495,-9.59,-7.59,-3.26,-16.14,-0.35,200.0,59.0,0.006,12.148
0.655,13.9,5.0,7.65,3.49,5.04,6.0,0.16,1.73,1.427,3.026,5.381,23.076,0.78,0.474,-5.16,22.63,-17.53,3.16,-0.13,200.0,59.0,0.006,12.148
0.655,13.8,5.0,7.65,3.492,5.05,4.0,0.17,1.68,1.398,2.999,5.418,22.849,0.123,0.531,-24.32,26.36,5.52,-12.36,0.02,200.0,59.0,0.006,12.048
0.655,13.3,5.0,7.6,3.5,4.99,6.0,0.19,1.675,1.357,2.837,5.094,22.31,1.827,0.895,-11.33,47.26,-43.17,4.6,-0.19,200.0,59.0,0.006,11.58
0.655,13.0,5.0,7.5,3.506,5.03,4.0,0.21,1.586,1.287,2.776,5.063,22.002,-0.71,-0.662,7.35,-27.65,13.39,-4.29,0.02,200.0,59.0,0.006,11.312
0.655,13.0,5.0,7.5,3.506,5.03,5.0,0.21,1.551,1.312,2.779,5.137,22.028,0.825,0.048,4.92,7.58,-24.51,4.99,0.06,200.0,59.0,0.006,11.312
0.655,13.0,5.0,7.5,3.506,5.03,6.0,0.21,1.635,1.312,2.755,4.984,22.162,1.036,-0.343,18.26,-6.4,-36.55,10.17,-0.13,200.0,59.0,0.006,11.312
0.655,12.5,5.0,7.5,3.515,4.99,7.0,0.24,1.681,1.352,2.535,4.696,21.542,0.421,-0.514,8.92,-12.7,-18.54,-0.58,-0.47,200.0,59.0,0.006,10.844
0.655,12.4,5.0,7.5,3.516,4.98,6.0,0.25,1.59,1.239,2.575,4.767,21.391,0.487,-1.459,7.45,-34.93,-28.8,-16.95,-0.15,200.0,59.0,0.006,10.744
0.655,12.3,5.0,7.4,3.518,5.02,7.0,0.27,1.77,1.344,2.408,4.531,21.319,-0.405,-0.442,6.04,-18.27,6.72,-1.88,-0.69,200.0,59.0,0.006,10.675
0.655,11.3,5.0,7.3,3.537,4.92,3.0,0.36,1.515,1.138,2.274,4.451,20.423,0.516,-0.679,15.73,-19.11,-23.99,2.64,-0.04,200.0,59.0,0.006,9.707
0.655,11.3,5.0,7.3,3.537,4.93,6.0,0.37,1.578,1.2,2.269,4.32,20.39,1.147,-1.535,3.31,-27.8,-48.01,-21.7,-0.35,200.0,59.0,0.006,9.707
0.655,11.2,5.0,7.3,3.539,4.9,5.0,0.37,1.542,1.163,2.247,4.355,20.326,-1.203,-0.932,33.44,-52.28,20.73,13.75,-0.19,200.0,59.0,0.006,9.607
0.655,10.0,5.0,7.2,3.563,4.81,6.0,0.5,1.488,1.187,1.99,3.929,19.152,2.013,0.161,25.16,13.23,-61.71,24.15,-0.3,200.0,59.0,0.006,8.471
0.655,8.6,5.0,7.0,3.598,4.71,6.0,0.62,1.357,1.154,1.675,3.376,17.699,0.675,2.57,-42.75,92.12,11.24,4.45,-0.46,200.0,59.0,0.006,7.198
0.655,5.5,5.0,5.8,3.723,4.51,5.0,0.94,0.754,0.253,0.835,1.933,14.619,-0.174,-0.759,3.89,-22.71,-2.52,-8.81,-0.47,200.0,59.0,0.006,4.751
0.655,15.8,5.0,7.8,3.48,5.25,6.0,0.1,1.79,1.587,3.213,5.52,24.983,0.749,-0.398,10.62,-7.13,-27.33,2.74,-0.39,200.0,59.0,0.006,0.0
0.655,16.7,5.0,7.8,3.475,5.27,7.0,0.09,1.836,1.563,3.332,5.692,25.841,0.015,-2.872,13.98,-78.42,-29.04,-33.94,-0.34,200.0,59.0,0.006,0.0
0.655,16.8,5.0,7.8,3.475,5.27,5.0,0.09,1.768,1.473,3.189,6.023,25.813,0.351,-1.951,43.79,-66.26,-35.71,6.34,0.39,200.0,59.0,0.006,0.0
0.655,15.7,6.0,9.0,3.652,8.0,6.0,0.6,0.916,0.059,1.162,2.095,24.772,1.285,0.28,-45.95,42.89,-26.85,-34.9,-0.03,200.0,59.0,0.006,0.0
0.655,16.9,6.0,9.0,3.518,8.04,8.0,0.58,1.141,-0.027,1.282,0.795,25.913,2.595,-0.617,-29.66,26.48,-76.11,-35.29,-1.07,200.0,59.0,0.006,0.0
0.665,14.6,5.0,7.71,3.477,5.08,5.0,0.14,1.796,1.524,3.233,5.718,23.678,0.363,-0.004,21.66,-6.67,-14.61,18.5,-0.05,200.0,59.0,0.006,12.785
0.665,14.6,5.0,7.71,3.477,5.08,6.0,0.14,1.871,1.58,3.266,5.606,23.773,1.683,-1.491,19.31,-29.06,-67.05,-7.66,-0.4,200.0,59.0,0.006,12.785
0.665,14.5,5.0,7.71,3.479,5.05,2.0,0.14,1.742,1.532,3.16,5.888,23.697,-0.662,-1.02,6.67,-36.26,9.01,-10.83,0.18,200.0,59.0,0.006,12.685
0.665,14.2,5.0,7.65,3.484,5.04,6.0,0.15,1.765,1.468,3.115,5.509,23.355,2.424,-0.037,-1.72,26.02,-71.84,-2.08,-0.14,200.0,59.0,0.006,12.416
0.665,14.0,5.0,7.65,3.488,5.08,6.0,0.16,1.781,1.486,3.059,5.378,23.027,-0.038,-2.366,8.05,-64.38,-22.16,-31.51,-0.28,200.0,59.0,0.006,12.248
0.665,13.5,5.0,7.6,3.497,5.05,5.0,0.18,1.707,1.4,2.901,5.18,22.589,2.0,0.056,-20.22,32.77,-55.17,-16.43,-0.2,200.0,59.0,0.006,11.78
0.665,13.3,5.0,7.6,3.5,4.99,5.0,0.19,1.697,1.388,2.828,5.068,22.357,0.793,-0.309,-34.63,17.46,-20.24,-34.7,-0.28,200.0,59.0,0.006,11.58
0.665,13.1,5.0,7.5,3.504,5.02,7.0,0.2,1.872,1.471,2.633,4.79,22.253,0.059,-1.722,41.97,-63.39,-25.05,8.03,-0.75,200.0,59.0,0.006,11.412
0.665,12.5,5.0,7.5,3.515,4.99,7.0,0.24,1.717,1.366,2.512,4.662,21.586,0.585,-0.539,7.26,-10.88,-23.58,-2.52,-0.56,200.0,59.0,0.006,10.844
0.665,11.9,5.0,7.4,3.525,4.94,7.0,0.29,1.612,1.241,2.361,4.507,20.976,1.62,-0.715,-10.27,4.27,-52.79,-20.42,-0.36,200.0,59.0,0.006,10.275
0.665,11.1,5.0,7.3,3.54,4.89,4.0,0.38,1.504,1.124,2.206,4.411,20.165,0.74,-0.067,6.09,3.34,-23.6,4.14,0.0,200.0,59.0,0.006,9.507
0.665,10.9,5.0,7.3,3.544,4.9,5.0,0.41,1.544,1.162,2.184,4.225,20.098,1.504,0.975,-47.28,63.86,-27.22,-24.69,-0.26,200.0,59.0,0.006,9.339
0.665,10.7,5.0,7.3,3.548,4.87,7.0,0.43,1.569,1.19,2.157,4.032,19.873,0.141,-1.722,-14.36,-35.25,-17.57,-40.27,-0.56,200.0,59.0,0.006,9.139
0.665,9.4,5.0,7.1,3.577,4.77,6.0,0.56,1.438,1.218,1.833,3.842,18.495,1.126,-1.71,10.86,-36.53,-51.05,-18.45,-0.12,200.0,59.0,0.006,7.934
0.665,9.3,5.0,7.1,3.58,4.74,4.0,0.56,1.391,1.247,1.816,3.711,18.353,-0.257,-1.924,26.93,-64.65,-14.92,-8.14,0.17,200.0,59.0,0.006,7.834
0.665,8.7,5.0,7.0,3.595,4.7,6.0,0.61,1.378,1.205,1.694,3.528,17.732,-0.337,-0.812,3.94,-26.15,1.77,-9.81,-0.25,200.0,59.0,0.006,7.298
0.665,7.9,5.0,6.7,3.62,4.64,7.0,0.67,1.25,1.047,1.45,3.025,17.053,0.96,-0.321,-2.94,3.63,-30.88,-7.72,-0.59,200.0,59.0,0.006,6.562
0.665,6.4,5.0,6.3,3.678,4.59,5.0,0.82,1.029,0.882,0.999,2.405,15.481,1.667,0.519,2.15,30.11,-44.97,10.27,-0.07,200.0,59.0,0.006,5.425
0.665,6.1,5.0,6.2,3.692,4.56,6.0,0.85,0.936,0.663,0.932,2.228,15.261,0.743,-1.798,8.15,-41.58,-40.06,-22.2,-0.24,200.0,59.0,0.006,5.19
0.665,5.1,5.0,5.6,3.745,4.44,6.0,0.94,0.681,0.161,0.761,1.703,14.219,-0.543,0.647,-32.01,26.06,27.71,-16.94,-0.2,200.0,59.0,0.006,4.383
0.665,5.1,5.0,5.6,3.745,4.44,6.0,0.95,0.683,0.169,0.761,1.703,14.296,2.372,-0.011,-11.07,30.66,-68.4,-9.66,-0.18,200.0,59.0,0.006,4.383
0.665,15.9,5.0,7.8,3.48,5.25,5.0,0.1,1.797,1.525,3.205,5.603,25.068,1.483,-0.781,30.52,-18.61,-56.52,13.49,-0.13,200.0,59.0,0.006,0.0
0.665,15.9,5.0,7.8,3.48,5.25,6.0,0.1,1.876,1.614,3.205,5.6,25.073,1.701,-0.246,13.53,5.55,-55.04,7.61,-0.14,200.0,59.0,0.006,0.0
0.665,16.4,5.0,7.8,3.48,5.25,3.0,0.1,1.744,1.499,3.201,5.637,25.496,0.258,-0.596,-0.82,-11.95,-13.01,-10.37,-0.03,200.0,59.0,0.006,0.0
0.665,16.6,5.0,7.8,3.475,5.27,6.0,0.09,1.9,1.633,3.291,5.871,25.732,0.735,-0.354,16.89,-9.25,-28.02,8.72,0.03,200.0,59.0,0.006,0.0
0.665,16.8,5.0,7.8,3.475,5.27,5.0,0.09,1.867,1.586,3.321,5.729,25.953,0.753,-0.722,14.66,-17.31,-31.57,0.84,-0.22,200.0,59.0,0.006,0.0
0.665,16.8,5.0,7.8,3.475,5.27,7.0,0.09,1.776,1.665,3.301,5.794,25.862,0.57,1.479,-57.88,71.71,6.99,-25.6,-0.01,200.0,59.0,0.006,0.0
0.665,14.6,6.0,9.0,3.741,8.0,7.0,0.6,0.612,-0.222,0.842,1.655,23.811,2.023,-0.018,-24.91,33.41,-55.69,-21.64,-0.58,200.0,59.0,0.006,0.0
0.665,15.0,6.0,9.0,3.708,8.0,7.0,0.6,0.69,-0.119,0.962,1.895,24.134,-0.419,0.792,-55.66,42.54,29.54,-34.84,-0.75,200.0,59.0,0.006,0.0
0.665,15.7,6.0,9.0,3.652,8.0,5.0,0.6,0.889,0.092,1.162,2.095,24.759,-0.433,-0.329,-1.95,-12.06,10.13,-7.01,0.05,200.0,59.0,0.006,0.0
0.665,6.6,5.0,5.84,3.721,4.73,9.0,0.62,0.698,0.007,0.83,1.943,15.691,5.079,3.858,104.35,102.22,-133.17,152.08,-1.49,200.0,59.0,0.006,6.392
0.675,15.6,5.0,7.77,3.457,5.14,7.0,0.11,2.066,1.718,3.727,6.11,24.654,0.716,-0.115,-15.85,12.53,-19.81,-15.48,-0.62,200.0,59.0,0.006,13.721
0.675,15.0,5.0,7.71,3.469,5.13,7.0,0.12,1.838,1.622,3.363,6.009,24.148,1.281,0.45,16.43,17.67,-37.18,21.51,0.02,200.0,59.0,0.006,13.185
0.675,14.9,5.0,7.71,3.471,5.12,6.0,0.13,1.784,1.569,3.319,6.144,24.118,-0.61,-1.805,25.24,-65.42,-3.04,-8.12,0.16,200.0,59.0,0.006,13.085
